id,c_sti,c_raj,t_sti,name,name_raj
326,1316,33,6,ГОРОДОЦЬКА ОДПI ГУ МIНДОХОДIВ У Л/О ЯВОРIВСЬКЕ ВIД-НЯ,ЯВОРIВСЬКИЙ РАЙОН
327,1304,4,2,ДПI У ГАЛИЦЬКОМУ Р-НI М.ЛЬВОВА ГУ МIНДОХОДIВ У Л/О,ГАЛИЦЬКИЙ РАЙОН М. ЛЬВОВА
328,1305,5,2,ДПI У ФРАНКIВСЬКОМУ Р-НI М.ЛЬВОВА ГУ МIНДОХОДIВ У Л/О,ФРАНКIВСЬКИЙ РАЙОН М. ЛЬВОВА
329,1350,50,2,ДПI У СИХIВСЬКОМУ Р-НI М.ЛЬВОВА ГУ МIНДОХОДIВ У Л/О,СИХIВСЬКИЙ РАЙОН М.ЛЬВОВА
330,1311,51,6,СТРИЙСЬКА ОДПI (М.МОРШИН),М. МОРШИН
331,1321,52,6,МИКОЛАЇВСЬКА ОДПI (М.НОВИЙ РОЗДIЛ),М. НОВИЙ РОЗДIЛ
332,1306,6,2,ДПI У ЛИЧАКIВСЬКОМУ Р-НI М.ЛЬВОВА ГУ МIНДОХОДIВ У Л/О,ЛИЧАКIВСЬКИЙ РАЙОН М. ЛЬВОВА
333,1307,7,2,ДПI У ШЕВЧЕНКIВСЬКОМУ Р-НI М.ЛЬВОВА ГУ МIНДОХОДIВ Л/О,ШЕВЧЕНКIВСЬКИЙ РАЙОН М. ЛЬВОВА
334,1399,70,14,ЛЬВIВСЬКА МИТНИЦЯ ДФС,ГАЛИЦЬКИЙ РАЙОН М. ЛЬВОВА
335,1309,8,6,ДРОГОБИЦЬКА ОДПI ГУ МIНДОХОДIВ У Л/О БОРИСЛАВСЬКЕ ВIД,М. БОРИСЛАВ
336,1309,9,6,ДРОГОБИЦЬКА ОДПI ГУ МIНДОХОДIВ У Л/О,М. ДРОГОБИЧ
337,1348,97,12,УПРАВЛIННЯ ПОДАТКОВОЇ МIЛIЦIЇ У ЛЬВIВСЬКIЙ ОБЛАСТI,ЛЬВIВСЬКА ОБЛАСТЬ
338,1349,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПC УКРАЇНИ В ЛЬВIВСЬКIЙ ОБЛАСТI,ЛЬВIВСЬКА ОБЛАСТЬ
339,1401,1,8,СДПI ВПП У М.МИКОЛАЄВI МО ДПС,М.МИКОЛАЇВ
340,1409,10,6,ЮЖНОУКРАЇНСЬКА ОДПI ГУ МIНДОХОДIВ(АРБУЗИНСЬКЕ ВIДДIЛ.,АРБУЗИНСЬКИЙ Р-Н
341,1411,11,6,БАШТАНСЬКА ОДПI ГУ МIНДОХОДIВ У МИКОЛАЇВСЬКIЙ ОБЛАСТI,БАШТАНСЬКИЙ Р-Н
342,1407,12,6,ОЧАКIВСЬКА ОДПI ГУ МIНДОХОДIВ(БЕРЕЗАНСЬКЕ ВIД.),БЕРЕЗАНСЬКИЙ Р-Н
343,1411,13,6,БАШТАНСЬКА ОДПI ГУ МIНДОХОДIВ(БЕРЕЗНЕГУВАТСЬКЕ ВIД.),БЕРЕЗНЕГУВАТСЬКИЙ Р-Н
344,1409,14,6,ЮЖНОУКРАЇНСЬКА ОДПI ГУ МIНДОХОДIВ(БРАТСЬКЕ ВIДДIЛЕННЯ),БРАТСЬКИЙ Р-Н
345,1406,15,6,ВОЗНЕСЕНСЬКА ОДПI ГУ МIНДОХОДIВ(ВЕСЕЛИНIВСЬКЕ ВIДДIЛ.,ВЕСЕЛИНIВСЬКИЙ Р-Н
346,1406,16,6,ВОЗНЕСЕНСЬКА ОДПI ГУ МIНДОХОДIВ(ВОЗНЕС.Р-Н),ВОЗНЕСЕНСЬКИЙ Р-Н
347,1408,17,6,ПЕРВОМАЙСЬКА ОДПI ГУ МIНДОХОДIВ(ВРАДIЇВСЬКЕ ВIД.),ВРАДIЇВСЬКИЙ Р-Н
348,1408,18,6,ПЕРВОМАЙСЬКА ОДПI ГУ МIНДОХОДIВ(ДОМАНIВСЬКЕ ВIД.),ДОМАНIВСЬКИЙ Р-Н
349,1406,19,6,ВОЗНЕСЕНСЬКА ОДПI ГУ МIНДОХОДIВ(ЄЛАНЕЦЬКЕ ВIДДIЛЕННЯ),ЄЛАНЕЦЬКИЙ Р-Н
350,1402,2,2,ДПI У ЛЕНIНСЬКОМУ РАЙОНI М.МИКОЛАЄВА ГУ МIНДОХОДIВ,ЛЕНIНСЬКИЙ Р-Н М.МИКОЛАЇВ
351,1420,20,6,ЖОВТНЕВА ОДПI ГУ МIНДОХОДIВ,ЖОВТНЕВИЙ Р-Н М.МИКОЛАЇВ
352,1411,21,6,БАШТАНСЬКА ОДПI ГУ МIНДОХОДIВ(КАЗАНКIВСЬКЕ ВIДДIЛЕННЯ,КАЗАНКIВСЬКИЙ Р-Н
353,1408,22,6,ПЕРВОМАЙСЬКА ОДПI ГУ МIНДОХОДIВ(КРИВООЗЕРСЬКЕ ВIД.),КРИВООЗЕРСЬКИЙ Р-Н
354,1407,23,6,ОЧАКIВСЬКА ОДПI ГУ МIНДОХОДIВ(МИКОЛАЇВСЬКЕ ВIД.),МИКОЛАЇВСЬКИЙ Р-Н
355,1411,24,6,БАШТАНСЬКА ОДПI ГУ МIНДОХОДIВ(НОВОБУЗЬКЕ ВIДДIЛЕННЯ),НОВОБУЗЬКИЙ Р-Н
356,1406,25,6,ВОЗНЕСЕНСЬКА ОДПI ГУ МIНДОХОДIВ(НОВООДЕС.ВIДДIЛЕННЯ),НОВООДЕСЬКИЙ Р-Н
357,1407,26,6,ОЧАКIВСЬКА ОДПI ГУ МIНДОХОДIВ(ОЧАКIВСЬКИЙ Р-Н)(НЕДIЮЧА,ОЧАКIВСЬКИЙ Р-Н
358,1408,27,6,ПЕРВОМАЙСЬКА ОДПI ГУ МIНДОХОДIВ(ПЕРВОМ.Р-Н),ПЕРВОМАЙСЬКИЙ Р-Н
359,1420,28,6,ЖОВТНЕВА ОДПI ГУ МIНДОХОДIВ(СНIГУРIВСЬКЕ ВIДДIЛЕННЯ),СНIГУРIВСЬКИЙ Р-Н
360,1429,29,1,ГУ МIНДОХОДIВ У МИКОЛАЇВСЬКIЙ ОБЛАСТI,МИКОЛАЇВСЬКА ОБЛАСТЬ
361,1403,3,2,ДПI У ЦЕНТРАЛЬНОМУ РАЙОНI М.МИКОЛАЄВА ГУ МIНДОХОДIВ,ЦЕНТРАЛЬНИЙ Р-Н М.МИКОЛАЇВ
362,1404,4,2,ДПI У ЗАВОДСЬКОМУ РАЙОНI М.МИКОЛАЄВА ГУ МIНДОХОДIВ,ЗАВОДСЬКИЙ Р-Н М.МИКОЛАЇВ
363,1405,5,2,ДПI У КОРАБЕЛЬНОМУ РАЙОНI М.МИКОЛАЄВА ГУ МIНДОХОДIВ,КОРАБЕЛЬНИЙ Р-Н М.МИКОЛАЇВ
364,1406,6,6,ВОЗНЕСЕНСЬКА ОДПI ГУ МIНДОХОДIВ,М.ВОЗНЕСЕНСЬК
365,1407,7,6,ОЧАКIВСЬКА ОДПI ГУ МIНДОХОДIВ У МИКОЛАЇВСЬКIЙ ОБЛАСТI,М.ОЧАКIВ
366,1499,70,14,МИКОЛАЇВСЬКА МИТНИЦЯ МIНДОХОДIВ,ЦЕНТРАЛЬНИЙ Р-Н М.МИКОЛАЇВ
367,1408,8,6,ПЕРВОМАЙСЬКА ОДПI ГУ МIНДОХОДIВ,М.ПЕРВОМАЙСЬК
368,1409,9,6,ЮЖНОУКРАЇНСЬКА ОДПI ГУ МIНДОХОДIВ,М.ЮЖНОУКРАЇНСЬК
369,1448,97,12,УПРАВЛIННЯ ПОДАТКОВОЇ МIЛIЦIЇ ДПС У МИКОЛАЇВСЬКIЙ ОБЛ.,МИКОЛАЇВСЬКА ОБЛАСТЬ
370,1449,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПC УКРАЇНИ В МИКОЛ. ОБЛ.,МИКОЛАЇВСЬКА ОБЛАСТЬ
371,1501,1,8,СДПI ПО РОБОТI З ВПП У М.ОДЕСI ДПС,М.ОДЕСА
372,1510,10,6,БЕРЕЗIВСЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,БЕРЕЗIВСЬКИЙ Р-Н
373,1511,11,2,ДПI У БОЛГРАДСЬКОМУ Р-НI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛ,БОЛГРАДСЬКИЙ Р-Н
374,1505,12,6,БIЛГОРОД-ДНIСТРОВСЬКА ОДПI ГУ МIНДОХОДIВ(Б-ДНIСТР.Р-Н),БIЛГОРОД-ДНIСТРОВСЬКИЙ Р-Н
375,1524,13,6,РОЗДIЛЬНЯНСЬКА ОДПI ГУ МIНДОХОД (ВЕЛИКОМИХАЙЛIВСЬКЕ ВI,ВЕЛИКОМИХАЙЛIВСЬКИЙ Р-Н
376,1510,14,6,БЕРЕЗIВСЬКА ОДПI ГУ МIНДОХОДIВ (IВАНIВСЬКЕ ВIДДIЛЕННЯ),IВАНIВСЬКИЙ Р-Н
377,1502,15,6,IЗМАЇЛЬСЬКА ОДПI ГУ МIНДОХОДIВ (IЗМАЇЛЬСЬКИЙ Р-Н),IЗМАЇЛЬСЬКИЙ РАЙОН
378,1502,16,6,IЗМАЇЛЬСЬКА ОДПI ГУ МIНДОХОДIВ (КIЛIЙСЬКЕ ВIДДIЛЕННЯ),КIЛIЙСЬКИЙ Р-Н
379,1517,17,2,ДПI У КОМIНТЕРНIВСЬКОМУ Р-НI ГУ МIНДОХОДIВ В ОДЕС. ОБЛ,КОМIНТЕРНIВСЬКИЙ Р-Н
380,1508,18,6,БАЛТСЬКА ОДПI ГУ МIНДОХОДIВ (КОДИМСЬКЕ ВIДДIЛЕННЯ),КОДИМСЬКИЙ Р-Н
381,1504,19,6,КОТОВСЬКА ОДПI ГУ МIНДОХОДIВ (КОТОВСЬКИЙ Р-H),КОТОВСЬКИЙ РАЙОН
382,1502,2,6,IЗМАЇЛЬСЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,М.IЗМАЇЛ
383,1504,20,6,КОТОВСЬКА ОДПI ГУ МIНДОХОДIВ (КРАСНООКНЯНСЬКE ВIД-HЯ),КРАСНООКНЯНСЬКИЙ РАЙОН
384,1521,21,2,ДПI В ОВIДIОПОЛЬСЬКОМУ Р-НI ГУ МIНДОХОДIВ ОДЕС.ОБЛ.,ОВIДIОПОЛЬСЬКИЙ РАЙОН
385,1522,22,6,ЛЮБАШIВСЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,ЛЮБАШIВСЬКИЙ Р-Н
386,1523,23,6,МИКОЛАЇВСЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,МИКОЛАЇВСЬКИЙ Р-Н
387,1524,24,6,РОЗДIЛЬНЯНСЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛ.,РОЗДIЛЬНЯНСЬКИЙ Р-Н
388,1525,25,2,ДПI У РЕНIЙСЬКОМУ РАЙОНI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛ.,М. РЕНI
389,1522,26,6,ЛЮБАШIВСЬКА ОДПI ГУ МIНДОХОДIВ (САВРАНСЬКЕ  ВIД-НЯ),САВРАНСЬКИЙ Р-Н
390,1527,27,6,САРАТСЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,САРАТСЬКИЙ Р-Н
391,1507,28,6,АРЦИЗЬКА ОДПI ГУ МIНДОХОДIВ(ТАРУТИНСЬКЕ ВIДДIЛЕННЯ),ТАРУТИНСЬКИЙ Р-Н
392,1527,29,6,САРАТСЬКА ОДПI ГУ МIНДОХОДIВ (ТАТАРБУНАРСЬКЕ ВIД-НЯ),ТАТАРБУНАРСЬКИЙ Р-Н
393,1503,3,2,ДПI У М.IЛЛIЧIВСЬКУ ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,М.IЛЛIЧIВСЬК
394,1524,30,6,РОЗДIЛЬНЯНСЬКА ОДПI ГУ МIНДОХОДIВ (ФРУНЗIВСЬКЕ ВIД-НЯ),ФРУНЗIВСЬКИЙ Р-Н
395,1523,31,6,МИКОЛАЇВСЬКА ОДПI ГУ МIНДОХОДIВ (ШИРЯЇВСЬКЕ ВIД-НЯ),ШИРЯЇВСЬКИЙ Р-Н
396,1532,32,1,ГУ ДФС В ОДЕСЬКIЙ ОБЛАСТI,ОДЕСЬКА ОБЛАСТЬ
397,1533,33,2,ДПI У М.ЮЖНОМУ ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,М.ЮЖНЕ
398,1509,34,2,ДПI У БIЛЯЇВСЬКОМУ РАЙОНI (М.ТЕПЛОДАР) ГУ МIНДОХОДIВ В,М.ТЕПЛОДАР
399,1504,4,6,КОТОВСЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,М.КОТОВСЬК
400,1540,40,2,ДПI У КИЇВСЬКОМУ Р-НI М.ОДЕСА,КИЇВСЬКИЙ Р-Н М.ОДЕСА
401,1541,41,2,ДПI У МАЛИНОВСЬКОМУ Р-НI М.ОДЕСА,МАЛИНОВСЬКИЙ Р-Н М.ОДЕСА
402,1542,42,2,ДПI У ПРИМОРСЬКОМУ Р-НI М.ОДЕСА,ПРИМОРСЬКИЙ Р-Н М.ОДЕСА
403,1543,43,2,ДПI В IЛЛIЧIВСЬКОМУ Р-НI М.ОДЕСА,IЛЛIЧIВСЬКИЙ Р-Н М.ОДЕСА
404,1544,44,2,ДПI У ЖОВТНЕВОМУ Р-НI М.ОДЕСА,ЖОВТНЕВИЙ Р-Н М.ОДЕСА
405,1545,45,2,ДПI У ЦЕНТРАЛЬНОМУ Р-НI М.ОДЕСА,ЦЕНТРАЛЬНИЙ Р-Н М.ОДЕСА
406,1546,46,2,ДПI У ЛЕНIНСЬКОМУ Р-НI М.ОДЕСА,ЛЕНIНСЬКИЙ Р-Н М.ОДЕСА
407,1547,47,2,ДПI У СУВОРОВСЬКОМУ Р-НI М.ОДЕСА,СУВОРОВСЬКИЙ Р-Н М.ОДЕСА
408,1505,5,6,БIЛГОРОД-ДНIСТРОВСЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬК. ОБ,М.БIЛГОРОД-ДНIСТРОВСЬКИЙ
409,1551,51,2,ДПI У КИЇВСЬКОМУ Р-НI М.ОДЕСИ ГУ МIНДОХОДIВ В ОДЕС. ОБ,КИЇВСЬКИЙ Р-Н М.ОДЕСИ
410,1552,52,2,ДПI У МАЛИНОВСЬКОМУ Р-НI М.ОДЕСИ ГУ МIНДОХОДIВ В ОДЕСЬ,МАЛИНОВСЬКИЙ Р-Н М.ОДЕСИ
411,1553,53,2,ДПI У ПРИМОРСЬКОМУ Р-НI М.ОДЕСИ ГУ МIНДОХОДIВ В ОДЕС,ПРИМОРСЬКИЙ РАЙОН М.ОДЕСИ
412,1554,54,2,ДПI У СУВОРОВСЬКОМУ Р-НI М.ОДЕСИ ГУ МIНДОХОДIВ В ОДЕС,СУВОРОВСЬКИЙ Р-Н М.ОДЕСИ
413,1522,6,6,ЛЮБАШIВСЬКА ОДПI ГУ МIНДОХОДIВ (АНАНЬЇВСЬКЕ ВIД-НЯ),АНАНЬЇВСЬКИЙ Р-Н
414,1507,7,6,АРЦИЗЬКА ОДПI ГУ МIНДОХОДIВ В ОДЕСЬКIЙ ОБЛАСТI,АРЦИЗЬКИЙ Р-Н
415,1599,70,14,ПIВДЕННА МИТНИЦЯ МIНДОХОДIВ,МАЛИНОВСЬКИЙ Р-Н М.ОДЕСА
416,1508,8,6,БАЛТСЬКА ОДПI ГУ МIНДОХОДIB В ОДЕСЬКIЙ ОБЛАСТI,БАЛТСЬКИЙ Р-Н
417,1509,9,2,ДПI У БIЛЯЇВСЬКОМУ РАЙОНI ГУ МIНДОХОДIВ В ОДЕС. ОБЛ.,БIЛЯЇВСЬКИЙ Р-Н
418,1548,97,12,УПРАВЛIННЯ ПОДАТКОВОЇ МIЛIЦIЇ В ОДЕСЬКIЙ ОБЛАСТI,ОДЕСЬКА ОБЛАСТЬ
419,1549,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПC УКРАЇНИ В ОДЕС. ОБЛ.,ОДЕСЬКА ОБЛАСТЬ
420,1601,1,2,ДПI У М. ПОЛТАВI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,М.ПОЛТАВА
421,1624,10,6,ПОЛТАВСЬКА ОДПI ГУ МIНДОХОДIВ (ДИКАНСЬКЕ ВIДДIЛЕННЯ),ДИКАНСЬКИЙ Р-Н
422,1607,11,6,ГАДЯЦЬКА ОДПI ГУ МIНДОХОДIВ (ЗIНЬКIВСЬКЕ ВIДДIЛЕННЯ),ЗIНЬКIВСЬКИЙ Р-Н
423,1612,12,6,КАРЛIВСЬКА ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,КАРЛIВСЬКИЙ Р-Н
424,1603,13,6,КРЕМЕНЧУЦЬКА ОДПI ГУ МIНДОХОДIВ (КОБЕЛЯЦЬКЕ ВIД.),КОБЕЛЯЦЬКИЙ Р-Н
425,1603,14,6,КРЕМЕНЧУЦЬКА ОДПI ГУ МIНДОХОДIВ (КОЗЕЛЬЩИНСЬКЕ ВIД.),КОЗЕЛЬЩИНСЬКИЙ Р-Н
426,1607,15,6,ГАДЯЦЬКА ОДПI ГУ МIНДОХОДIВ (КОТЕЛЕВСЬКЕ ВIДДIЛЕННЯ),КОТЕЛЕВСЬКИЙ Р-Н
427,1603,16,6,КРЕМЕНЧУЦЬКА ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,КРЕМЕНЧУЦЬКИЙ Р-Н
428,1617,17,6,ЛОХВИЦЬКА  ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,ЛОХВИЦЬКИЙ Р-Н
429,1618,18,6,ЛУБЕНСЬКА ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,М.ЛУБНИ
430,1612,19,6,КАРЛIВСЬКА ОДПI ГУ МIНДОХОДIВ (МАШIВСЬКЕ ВIДДIЛЕННЯ),МАШIВСЬКИЙ Р-Н
431,1603,2,6,КРЕМЕНЧУЦЬКА ОДПI ГУ МIНДОХОДIВ (КОМСОМОЛЬСЬКЕ ВIД.),М.КОМСОМОЛЬСЬК
432,1620,20,6,МИРГОРОДСЬКА ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,М.МИРГОРОД
433,1624,21,6,ПОЛТАВСЬКА ОДПI ГУ МIНДОХОДIВ (НОВОСАНЖАРСЬКЕ ВIД.),НОВОСАНЖАРСЬКИЙ Р-Н
434,1618,22,6,ЛУБЕНСЬКА ОДПI ГУ МIНДОХОДIВ (ОРЖИЦЬКЕ ВIДДIЛЕННЯ),ОРЖИЦЬКИЙ Р-Н
435,1618,23,6,ЛУБЕНСЬКА ОДПI ГУ МIНДОХОДIВ (ПИРЯТИНСЬКЕ ВIДДIЛЕННЯ),ПИРЯТИНСЬКИЙ Р-Н
436,1624,24,6,ПОЛТАВСЬКА ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,ПОЛТАВСЬКИЙ Р-Н
437,1624,25,6,ПОЛТАВСЬКА ОДПI ГУ МIНДОХОДIВ (РЕШЕТИЛIВСЬКЕ ВIД.),РЕШЕТИЛIВСЬКИЙ Р-Н
438,1627,26,6,ХОРОЛЬСЬКА ОДПI ГУ МIНДОХОДIВ (СЕМЕНIВСЬКЕ ВIДДIЛЕННЯ),СЕМЕНIВСЬКИЙ Р-Н
439,1627,27,6,ХОРОЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,ХОРОЛЬСЬКИЙ Р-Н
440,1617,28,6,ЛОХВИЦЬКА ОДПI ГУ МIНДОХОДIВ (ЧОРНУХИНСЬКЕ ВIДДIЛЕННЯ),ЧОРНУХИНСЬКИЙ Р-Н
441,1612,29,6,КАРЛIВСЬКА ОДПI ГУ МIНДОХОДIВ (ЧУТIВСЬКЕ ВIДДIЛЕННЯ),ЧУТIВСЬКИЙ Р-Н
442,1603,3,6,КРЕМЕНЧУЦЬКА ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,М.КРЕМЕНЧУК
443,1620,30,6,МИРГОРОДСЬКА ОДПI ГУ МIНДОХОДIВ (ШИШАЦЬКЕ ВIДДIЛЕННЯ),ШИШАЦЬКИЙ Р-Н
444,1631,31,1,ГУ ДФС У ПОЛТАВСЬКIЙ ОБЛАСТI,ПОЛТАВСЬКА ОБЛАСТЬ
445,1601,32,2,ДПI У М.ПОЛТАВI,КИЇВСЬКИЙ Р-Н М.ПОЛТАВА
446,1601,33,2,ДПI У М.ПОЛТАВI,ЛЕНIНСЬКИЙ Р-Н М.ПОЛТАВА
447,1601,34,2,ДПI У М.ПОЛТАВI,ОКТЯБРСЬКИЙ Р-Н М.ПОЛТАВА
448,1603,35,6,КРЕМЕНЧУЦЬКА ОБ'ЄДНАНА ДПI,АВТОЗАВОДСЬКИЙ Р-Н М.КРЕМЕНЧУК
449,1603,36,6,КРЕМЕНЧУЦЬКА ОБ'ЄДНАНА ДПI,КРЮКIВСЬКИЙ Р-Н М.КРЕМЕНЧУК
450,1618,4,6,ЛУБЕНСЬКА ОБ'ЄДНАНА ДПI,М.ЛУБНИ
451,1620,5,6,МИРГОРОДСЬКА ОБ'ЄДНАНА ДПI,М.МИРГОРОД
452,1620,6,6,МИРГОРОДСЬКА ОДПI ГУ МIНДОХОДIВ (ВЕЛИКОБАГАЧАНСЬКЕ В.),ВЕЛИКОБАГАЧАНСЬКИЙ Р-Н
453,1607,7,6,ГАДЯЦЬКА ОДПI ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛАСТI,ГАДЯЦЬКИЙ Р-Н
454,1699,70,14,ПОЛТАВСЬКА МИТНИЦЯ ДФС,М.ПОЛТАВА
455,1603,8,6,КРЕМЕНЧУЦЬКА ОДПI ГУ МIНДОХОДIВ (ГЛОБИНСЬКЕ ВIД.),ГЛОБИНСЬКИЙ Р-Н
456,1618,9,6,ЛУБЕНСЬКА ОДПI ГУ МIНДОХОДIВ (ГРЕБIНКIВСЬКЕ ВIД.),ГРЕБIНКIВСЬКИЙ Р-Н
457,1648,97,12,ОПЕРАТИВНЕ УПРАВЛIННЯ ГУ МIНДОХОДIВ У ПОЛТАВСЬКIЙ ОБЛ.,ПОЛТАВСЬКА ОБЛАСТЬ
458,1649,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПС УКРАЇНИ В ПОЛТАВСЬКIЙ ОБЛАСТI,ПОЛТАВСЬКА ОБЛАСТЬ
459,1700,0,1,ГУ ДФС У РIВНЕНСЬКIЙ ОБЛАСТI,РIВНЕНСЬКА ОБЛАСТЬ
460,1709,1,6,БЕРЕЗНIВСЬКЕ ВIД КОСТОПIЛЬСЬКОЇ МДПI ГУ МIНДОХОДIВ,БЕРЕЗНIВСЬКИЙ Р-Н
461,1710,10,6,МЛИНIВСЬКА ОДПI ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛАСТI,МЛИНIВСЬКИЙ РАЙОН
462,1707,11,6,ОСТРОЗЬКЕ ВIДДIЛЕННЯ ЗДОЛБУНIВСЬКОЇ ОДПI,ОСТРОЗЬКИЙ Р-Н
463,1712,12,2,ДПI У РIВНЕНСЬКОМУ Р-НI ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБ,РIВНЕНСЬКИЙ Р-Н
464,1714,13,6,РОКИТНIВСЬКЕ ВIДД. САРНЕНСЬКОI ОДПI ГУ МIНДОХОДIВ,РОКИТНIВСЬКИЙ РАЙОН
465,1714,14,6,САРНЕНСЬКА ОДПI ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛАСТI,САРНЕНСЬКИЙ Р-Н
466,1717,15,6,РАДИВИЛIВСЬКЕ ВIДД.ДУБЕНСЬКОI ОДПI ГУ МIНДОХОДIВ,РАДИВИЛIВСЬКИЙ РАЙОН
467,1716,16,2,ДПI У М.РIВНОМУ ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛАСТI,М.РIВНЕ
468,1717,17,6,ДУБЕНСЬКА ОДПI ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛАСТI,М.ДУБНО
469,1718,18,6,КУЗНЕЦОВСЬКА ОДПI ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛАСТI,КУЗНЕЦОВСЬКИЙ РАЙОН
470,1707,19,6,ОСТРОЗЬКЕ ВIДДIЛЕННЯ (М.ОСТРIГ),М.ОСТРIГ
471,1718,2,6,ВОЛОДИМИРЕЦЬКЕ ВIД-НЯ  КОДПI ГУ МД У РIВНЕНСЬКIЙ ОБЛ,ВОЛОДИМИРЕЦЬКИЙ Р-Н
472,1710,20,6,ДЕМИДIВСЬКЕ ВIДД.МЛИНIВСЬКОI ОДПI ГУ МIНДОХОДIВ,ДЕМИДIВСЬКИЙ РАЙОН
473,1703,3,6,ГОЩАНСЬКА ОДПI ГОЛ.УПР.МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛ.,ГОЩАНСЬКИЙ Р-Н
474,1717,4,6,ДУБЕНСЬКА ОДПI  (ДУБЕНСЬКИЙ Р-Н),ДУБЕНСЬКИЙ Р-Н
475,1705,5,6,ДУБРОВИЦЬКА ОДПI ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛ,ДУБРОВИЦЬКИЙ Р-Н
476,1705,6,6,ЗАРIЧНЕНСЬКЕ ВIД ДУБРОВИЦЬКОЇ ОДПI ГУ МIНДОХОДIВ,ЗАРIЧНЕНСЬКИЙ Р-Н
477,1707,7,6,ЗДОЛБУНIВСЬКА ОДПI ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛАСТI,ЗДОЛБУНIВСЬКИЙ Р-Н
478,1799,70,14,РIВНЕНСЬКА МИТНИЦЯ ДФС,М.РIВНЕ
479,1703,8,6,КОРЕЦЬКЕ ВIДД.ГОЩАНСЬКОI ОДПI ГУ МД У РIВНЕНСЬКIЙ ОБЛ,КОРЕЦЬКИЙ Р-Н
480,1709,9,6,КОСТОПIЛЬСЬКА ОДПI ГУ МIНДОХОДIВ У РIВНЕНСЬКIЙ ОБЛАСТI,КОСТОПIЛЬСЬКИЙ Р-Н
481,1748,97,12,УПРАВЛIННЯ ПОДАТКОВОЇ МIЛIЦIЇ ДПС У РIВНЕНСЬКIЙ ОБЛ.,РIВНЕНСЬКА ОБЛАСТЬ
482,1749,98,10,РУ ДЕПАРТАМЕНТУ САТ ДПС УКРАЇНИ У РIВНЕН. ОБЛ.,РIВНЕНСЬКА ОБЛАСТЬ
483,1815,1,6,СУМСЬКА ОДПI ГУ МIНДОХОДIВ (БIЛОПIЛЬСЬКЕ ВIД-НЯ),БIЛОПIЛЬСЬКИЙ Р-Н
484,1813,10,6,РОМЕНСЬКА ОДПI ГУ МIНДОХОДIВ (НЕДРИГАЙЛIВСЬКЕ ВIД-НЯ),НЕДРИГАЙЛIВСЬКИЙ Р-Н
485,1811,11,6,ОХТИРСЬКА ОДПI ГУ МIНДОХОДIВ У СУМСЬКIЙ ОБЛАСТI,ОХТИРСЬКИЙ Р-Н
